id,aabb_scale,total_mass,mx,my,mz,ixx,iyy,izz,ixy,iyz,izx,inertia_tyep
teapot_ceramic_lid_ceramic,0.0911992071249684,0.544958581824244,-0.0042420244911309,2.05741791267076e-08,-0.0073388933068593,0.000881192702374,0.0010799400383891,0.0011109559838368,-9.830417933953521e-10,1.8799489686345201e-10,-5.53102748573454e-05,aabb
